eventid,src_ip,src_port,dst_ip,dst_port,session,protocol,version,hassh,hasshAlgorithms,message,sensor,timestamp
cowrie.client.kex,47.234.143.55,,,,3351db8a15b3,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:08:47.153674Z
cowrie.login.success,47.234.143.55,,,,3351db8a15b3,,,,,login attempt [root/3245gs5662d34] succeeded,localhost,2024-10-06T23:08:47.394238Z
cowrie.session.closed,47.234.143.55,,,,8fa445dd664a,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:08:47.443629Z
cowrie.session.closed,47.234.143.55,,,,3351db8a15b3,,,,,Connection lost after 0 seconds,localhost,2024-10-06T23:08:47.444353Z
cowrie.session.connect,181.55.188.218,42252,172.233.154.19,2222,7f2d66480735,ssh,,,,New connection: 181.55.188.218:42252 (172.233.154.19:2222) [session: 7f2d66480735],localhost,2024-10-06T23:08:47.623949Z
cowrie.client.version,181.55.188.218,,,,7f2d66480735,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:08:47.624449Z
cowrie.client.kex,181.55.188.218,,,,7f2d66480735,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:08:47.788432Z
cowrie.login.failed,181.55.188.218,,,,7f2d66480735,,,,,login attempt [gfo/gfo] failed,localhost,2024-10-06T23:08:48.432952Z
cowrie.session.closed,181.55.188.218,,,,7f2d66480735,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:08:49.568557Z
cowrie.session.connect,175.6.27.133,40576,172.233.154.19,2222,c493fe9c7bf1,ssh,,,,New connection: 175.6.27.133:40576 (172.233.154.19:2222) [session: c493fe9c7bf1],localhost,2024-10-06T23:08:53.542120Z
cowrie.client.version,175.6.27.133,,,,c493fe9c7bf1,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:08:53.542658Z
cowrie.client.kex,175.6.27.133,,,,c493fe9c7bf1,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:08:53.703172Z
cowrie.login.failed,175.6.27.133,,,,c493fe9c7bf1,,,,,login attempt [server/123] failed,localhost,2024-10-06T23:08:54.385664Z
cowrie.session.closed,175.6.27.133,,,,c493fe9c7bf1,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:08:55.548318Z
cowrie.session.connect,101.126.27.230,33766,172.233.154.19,2222,b683bd62d273,ssh,,,,New connection: 101.126.27.230:33766 (172.233.154.19:2222) [session: b683bd62d273],localhost,2024-10-06T23:09:06.606323Z
cowrie.client.version,101.126.27.230,,,,b683bd62d273,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:06.606967Z
cowrie.client.kex,101.126.27.230,,,,b683bd62d273,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:06.773932Z
cowrie.login.failed,101.126.27.230,,,,b683bd62d273,,,,,login attempt [server/123] failed,localhost,2024-10-06T23:09:07.481434Z
cowrie.session.closed,101.126.27.230,,,,b683bd62d273,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:09:08.650407Z
cowrie.session.connect,47.234.143.55,34940,172.233.154.19,2222,03fe08837f91,ssh,,,,New connection: 47.234.143.55:34940 (172.233.154.19:2222) [session: 03fe08837f91],localhost,2024-10-06T23:09:20.118418Z
cowrie.client.version,47.234.143.55,,,,03fe08837f91,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:20.119247Z
cowrie.client.kex,47.234.143.55,,,,03fe08837f91,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:20.173671Z
cowrie.login.failed,47.234.143.55,,,,03fe08837f91,,,,,login attempt [odoo/odoopassword] failed,localhost,2024-10-06T23:09:20.678164Z
cowrie.session.closed,47.234.143.55,,,,03fe08837f91,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:09:21.731450Z
cowrie.session.connect,200.69.236.207,59421,172.233.154.19,2222,d0dc3cf86f02,ssh,,,,New connection: 200.69.236.207:59421 (172.233.154.19:2222) [session: d0dc3cf86f02],localhost,2024-10-06T23:09:25.262580Z
cowrie.client.version,200.69.236.207,,,,d0dc3cf86f02,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:25.263139Z
cowrie.client.kex,200.69.236.207,,,,d0dc3cf86f02,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:25.424433Z
cowrie.login.failed,200.69.236.207,,,,d0dc3cf86f02,,,,,login attempt [dwx/123] failed,localhost,2024-10-06T23:09:26.109835Z
cowrie.session.closed,200.69.236.207,,,,d0dc3cf86f02,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:09:27.273537Z
cowrie.session.connect,181.55.188.218,54552,172.233.154.19,2222,00f20cd3dc09,ssh,,,,New connection: 181.55.188.218:54552 (172.233.154.19:2222) [session: 00f20cd3dc09],localhost,2024-10-06T23:09:29.910656Z
cowrie.client.version,181.55.188.218,,,,00f20cd3dc09,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:29.923727Z
cowrie.client.kex,181.55.188.218,,,,00f20cd3dc09,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:30.054032Z
cowrie.login.failed,181.55.188.218,,,,00f20cd3dc09,,,,,login attempt [ubuntu/ubuntupassword] failed,localhost,2024-10-06T23:09:30.531536Z
cowrie.session.closed,181.55.188.218,,,,00f20cd3dc09,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:09:31.655507Z
cowrie.session.connect,175.6.27.133,52898,172.233.154.19,2222,4b061f9b9e2b,ssh,,,,New connection: 175.6.27.133:52898 (172.233.154.19:2222) [session: 4b061f9b9e2b],localhost,2024-10-06T23:09:39.902365Z
cowrie.client.version,175.6.27.133,,,,4b061f9b9e2b,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:39.902984Z
cowrie.client.kex,175.6.27.133,,,,4b061f9b9e2b,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:40.066031Z
cowrie.login.failed,175.6.27.133,,,,4b061f9b9e2b,,,,,login attempt [steam/steampassword] failed,localhost,2024-10-06T23:09:40.757992Z
cowrie.session.closed,175.6.27.133,,,,4b061f9b9e2b,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:09:41.923108Z
cowrie.session.connect,101.126.27.230,43064,172.233.154.19,2222,980402f5e6ed,ssh,,,,New connection: 101.126.27.230:43064 (172.233.154.19:2222) [session: 980402f5e6ed],localhost,2024-10-06T23:09:42.977952Z
cowrie.client.version,101.126.27.230,,,,980402f5e6ed,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:42.978894Z
cowrie.client.kex,101.126.27.230,,,,980402f5e6ed,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:43.146390Z
cowrie.login.failed,101.126.27.230,,,,980402f5e6ed,,,,,login attempt [ubuntu/ubuntupassword] failed,localhost,2024-10-06T23:09:43.856120Z
cowrie.session.closed,101.126.27.230,,,,980402f5e6ed,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:09:45.025740Z
cowrie.session.connect,47.234.143.55,47432,172.233.154.19,2222,d368737cecea,ssh,,,,New connection: 47.234.143.55:47432 (172.233.154.19:2222) [session: d368737cecea],localhost,2024-10-06T23:09:57.800138Z
cowrie.client.version,47.234.143.55,,,,d368737cecea,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:09:57.800849Z
cowrie.client.kex,47.234.143.55,,,,d368737cecea,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:09:57.853116Z
cowrie.login.failed,47.234.143.55,,,,d368737cecea,,,,,login attempt [oracle/oraclepassword] failed,localhost,2024-10-06T23:09:58.289274Z
cowrie.session.closed,47.234.143.55,,,,d368737cecea,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:09:59.339202Z
cowrie.session.connect,200.69.236.207,37336,172.233.154.19,2222,8f4d7ee7fcf7,ssh,,,,New connection: 200.69.236.207:37336 (172.233.154.19:2222) [session: 8f4d7ee7fcf7],localhost,2024-10-06T23:10:10.723963Z
cowrie.client.version,200.69.236.207,,,,8f4d7ee7fcf7,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:10.724539Z
cowrie.client.kex,200.69.236.207,,,,8f4d7ee7fcf7,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:10.911357Z
cowrie.session.connect,181.55.188.218,38620,172.233.154.19,2222,be2a124044f3,ssh,,,,New connection: 181.55.188.218:38620 (172.233.154.19:2222) [session: be2a124044f3],localhost,2024-10-06T23:10:10.941173Z
cowrie.client.version,181.55.188.218,,,,be2a124044f3,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:10.956146Z
cowrie.client.kex,181.55.188.218,,,,be2a124044f3,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:11.087276Z
cowrie.login.failed,181.55.188.218,,,,be2a124044f3,,,,,login attempt [cvk/123456] failed,localhost,2024-10-06T23:10:11.574377Z
cowrie.login.failed,200.69.236.207,,,,8f4d7ee7fcf7,,,,,login attempt [ubuntu/ubuntupassword] failed,localhost,2024-10-06T23:10:11.699331Z
cowrie.session.closed,181.55.188.218,,,,be2a124044f3,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:10:12.708243Z
cowrie.session.closed,200.69.236.207,,,,8f4d7ee7fcf7,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:10:12.888465Z
cowrie.session.connect,101.126.27.230,52370,172.233.154.19,2222,554aa2a7ba7e,ssh,,,,New connection: 101.126.27.230:52370 (172.233.154.19:2222) [session: 554aa2a7ba7e],localhost,2024-10-06T23:10:20.536007Z
cowrie.client.version,101.126.27.230,,,,554aa2a7ba7e,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:20.538500Z
cowrie.client.kex,101.126.27.230,,,,554aa2a7ba7e,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:20.704934Z
cowrie.login.failed,101.126.27.230,,,,554aa2a7ba7e,,,,,login attempt [user1/qwertyu] failed,localhost,2024-10-06T23:10:21.372706Z
cowrie.session.closed,101.126.27.230,,,,554aa2a7ba7e,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:10:22.542236Z
cowrie.session.connect,175.6.27.133,37984,172.233.154.19,2222,75704f3362de,ssh,,,,New connection: 175.6.27.133:37984 (172.233.154.19:2222) [session: 75704f3362de],localhost,2024-10-06T23:10:30.135664Z
cowrie.client.version,175.6.27.133,,,,75704f3362de,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:30.136290Z
cowrie.client.kex,175.6.27.133,,,,75704f3362de,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:30.318825Z
cowrie.login.failed,175.6.27.133,,,,75704f3362de,,,,,login attempt [admin/adminpassword] failed,localhost,2024-10-06T23:10:31.088521Z
cowrie.session.closed,175.6.27.133,,,,75704f3362de,,,,,Connection lost after 2 seconds,localhost,2024-10-06T23:10:32.275054Z
cowrie.session.connect,47.234.143.55,59710,172.233.154.19,2222,a6cf459ec4fe,ssh,,,,New connection: 47.234.143.55:59710 (172.233.154.19:2222) [session: a6cf459ec4fe],localhost,2024-10-06T23:10:35.648418Z
cowrie.client.version,47.234.143.55,,,,a6cf459ec4fe,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:35.649309Z
cowrie.client.kex,47.234.143.55,,,,a6cf459ec4fe,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:35.715063Z
cowrie.login.failed,47.234.143.55,,,,a6cf459ec4fe,,,,,login attempt [dev/dev@2024] failed,localhost,2024-10-06T23:10:36.029730Z
cowrie.session.closed,47.234.143.55,,,,a6cf459ec4fe,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:10:37.088853Z
cowrie.session.connect,181.55.188.218,50920,172.233.154.19,2222,42b4ec0d1aaf,ssh,,,,New connection: 181.55.188.218:50920 (172.233.154.19:2222) [session: 42b4ec0d1aaf],localhost,2024-10-06T23:10:54.083582Z
cowrie.client.version,181.55.188.218,,,,42b4ec0d1aaf,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:54.086732Z
cowrie.client.kex,181.55.188.218,,,,42b4ec0d1aaf,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:54.199437Z
cowrie.login.failed,181.55.188.218,,,,42b4ec0d1aaf,,,,,login attempt [ftpuser/ftpuserpassword] failed,localhost,2024-10-06T23:10:54.652292Z
cowrie.session.closed,181.55.188.218,,,,42b4ec0d1aaf,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:10:55.768926Z
cowrie.session.connect,200.69.236.207,43485,172.233.154.19,2222,1e886cc67e98,ssh,,,,New connection: 200.69.236.207:43485 (172.233.154.19:2222) [session: 1e886cc67e98],localhost,2024-10-06T23:10:58.254666Z
cowrie.client.version,200.69.236.207,,,,1e886cc67e98,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:10:58.255272Z
cowrie.client.kex,200.69.236.207,,,,1e886cc67e98,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T23:10:58.411800Z
cowrie.login.failed,200.69.236.207,,,,1e886cc67e98,,,,,login attempt [qf/password123] failed,localhost,2024-10-06T23:10:59.077502Z
cowrie.session.closed,200.69.236.207,,,,1e886cc67e98,,,,,Connection lost after 1 seconds,localhost,2024-10-06T23:11:00.236380Z
cowrie.session.connect,101.126.27.230,33458,172.233.154.19,2222,97db8b566741,ssh,,,,New connection: 101.126.27.230:33458 (172.233.154.19:2222) [session: 97db8b566741],localhost,2024-10-06T23:11:00.460047Z
cowrie.client.version,101.126.27.230,,,,97db8b566741,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T23:11:00.460581Z
